,,,,,,,Total,Total,Annual loss,,,,,,,,,,,,,,forest cover by strata,,,,,,,,loss within S1,,,,,,,,,,,,,,loss within S2,,,,,,,,,,,,,,loss within S3,,,,,,,,,,,,,,loss within S4,,,,,,,,,,,,,,loss within S5,,,,,,,,,,,,,,loss within S6,,,,,,,,,,,,,,loss within S7,,,,,,,,,,,,,,loss within S8,,,,,,,,,,,,,
Ecozone,Realm,Code,total area,no data,land,water,Loss 00-14,Gain 00-12,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,S1,S2,S3,S4,S5,S6,S7,S8,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Tropical mountain system,EAS,45,78231108,0,78010682,220426,2067273,538817,63472,83994,96983,109178,104428,148262,143672,114117,177742,167291,119696,227134,252537,258766,28849583,680644,240379,344038,536652,2940296,9324405,35094686,886.0124048,1168.635059,1466.204529,1352.37468,1374.30025,2082.891828,2147.247823,1662.217959,2713.142856,2059.18491,3796.230812,18260.34081,31711.62506,35242.68496,274.0495189,362.2495823,415.8241701,388.9331022,367.7093826,559.7881841,509.9602647,350.2901344,619.9097223,520.0602356,495.0270412,1888.023719,3121.928999,3366.885989,200.3334495,283.565344,309.1395397,315.9505652,280.12118,414.4107197,382.9951551,274.7179658,447.3461464,356.1901873,350.9829182,1050.25303,1793.050568,1886.223848,133.6083276,184.009101,229.379174,208.8248915,202.6922977,322.0569642,292.8472004,219.3477203,365.4060343,306.1958506,297.7708863,1198.003903,2159.960695,2159.502641,183.691623,246.0960053,283.6925159,273.0939905,265.6428972,411.0299558,373.6762012,288.8698291,479.0826523,382.661366,370.1037774,1509.922269,2545.940868,2832.933097,1748.935516,2594.311815,3399.502827,3500.608355,3558.965604,5606.913982,4738.291416,3534.58103,6021.096629,5146.72044,3990.058797,12198.58343,18032.61038,18485.88658,9986.436038,14450.05538,18312.36644,18809.76078,18152.4859,27696.28204,25760.55352,19482.98205,32427.06764,29252.31108,18313.44905,41913.20139,64952.79514,63152.23189,50059.03458,64705.50467,72567.13267,84328.44261,80226.48372,111168.1326,109466.333,88304.2254,134669.1434,129268.1585,92082.69525,149115.6858,128219.0298,131639.2951
Tropical rainforest,EAS,46,267131085,30343,261670491,5430251,27752477,10449578,1184581,1271104,854884,1826857,1765362,1996119,2065114,1979684,2870543,2048448,2237310,3236802,1916311,2499357,50751545,2743752,1426057,1379542,2419455,9277048,27508200,166164892,13149.82973,11556.06909,6778.87153,16165.60803,14599.92225,19414.41273,26374.95378,20707.35412,19056.1938,13283.41376,22648.79906,63084.46592,127535.4603,159213.1414,2409.188407,2141.878731,1332.538169,2878.303217,2395.835027,3295.883658,3052.854014,2412.59848,3120.138153,2068.738616,3156.483024,6492.84253,9084.7711,11938.58366,2450.971216,2393.285723,1298.345262,2874.511753,2159.268483,2919.503773,2759.382684,2172.230661,2726.816634,1696.109998,2478.65942,5892.299947,7197.635673,9330.436177,1608.11774,1561.816005,911.5099048,1925.389555,1462.804801,1998.991213,1747.440449,1430.071245,1889.849533,1204.172862,1837.073201,3578.974238,4572.044166,5642.592156,2208.822276,1743.334716,995.5294229,1976.381673,1669.957583,2230.924425,2228.788783,1767.34747,2277.439513,1525.63838,2401.199238,5501.186057,9420.767339,12605.21198,19211.96501,18622.32975,10968.89714,25041.34102,20791.7599,29011.2386,26704.10236,22940.42133,29708.0425,18662.71514,23592.72806,44370.22978,48317.309,64650.0376,87480.73347,98728.67087,63192.23304,133795.5476,117461.5997,156453.0392,151444.4946,139200.0917,184162.267,120404.5779,125379.6394,215835.2702,225519.842,302358.7087,1056061.328,1134356.57,769406.3096,1642200.335,1604820.559,1780795.296,1850802.277,1789053.835,2627602.708,1889602.184,2055815.006,2892046.778,1484662.939,1933618.688
Tropical shrubland,EAS,47,116397088,734,115411472,984882,75185,21221,3643,3362,2078,3674,3599,4724,4394,3946,5561,3522,5678,9252,8386,13367,112666468,400480,145182,200144,228366,507974,604576,658282,322.471142,460.2157207,294.2557832,443.3953023,353.4816318,475.0366231,663.1933486,527.8563223,590.8722474,371.3066176,1199.011998,2920.571689,4821.339327,4806.192086,36.34243032,69.35336685,34.92428021,44.62760702,33.44455755,39.03691392,45.29021579,40.9483701,39.06202384,35.70433191,49.45477635,137.9462311,101.720098,189.5479705,31.314506,38.9787847,19.92002735,46.92318791,28.77734415,42.66177518,46.28338242,39.21516174,43.77659369,30.88126816,50.92180608,97.29564991,91.30754663,202.7920467,57.35274204,57.23192339,44.23934577,44.01644711,31.13882046,40.23290963,44.88049488,48.49711731,38.29835857,19.09207775,46.46924067,99.45277614,80.29436045,183.2646601,26.83035118,64.10205156,27.92371651,25.55196185,29.29495729,21.34303906,21.9515922,25.22558573,18.9067686,29.69474423,29.42799492,103.5949576,103.3536073,221.4433269,394.1525525,373.7204269,263.8035068,348.8613851,239.9334714,301.4358631,378.6608351,303.2000801,292.7075615,228.8634218,348.696358,601.9859238,417.9629086,1053.38413,730.3729755,685.6100348,439.976825,746.9897241,642.3866232,746.5024694,884.6455608,747.851617,783.7485105,647.5719415,825.1792527,1129.791559,910.5330512,2262.953059,2044.310311,1612.78968,953.3444334,1973.641386,2240.3787,3057.632906,2308.902366,2212.923681,3753.413719,2158.799009,3128.600048,4161.409532,1859.678212,4447.237037
Water,EAS,48,53179693,7697721,7403796,38078176,38086,4558,897,289,13059,4035,592,1993,1317,4477,1827,1235,3451,1546,849,2518,6265312,63863,33914,33632,51770,215126,389665,350514,44.55004487,27.26123901,74.85310757,77.37929123,23.0947485,47.76378982,40.63868045,234.4480639,42.13758805,55.00951708,367.6624061,177.166234,91.17445925,217.4217389,18.40714442,6.749364041,96.06180942,54.75632552,7.17544011,45.95538903,18.55200371,82.9054109,19.9580713,9.762068676,83.34517956,43.86786256,6.969520071,164.5143233,10.16185491,16.99160839,46.817894,47.12377647,3.443992884,57.62938627,27.37070679,50.02568992,22.60153611,12.17491524,63.9414434,19.39201472,4.053878214,28.16427028,7.75371387,2.397299081,51.70668856,21.96828311,4.832069251,22.1985123,9.750254469,37.25622141,9.460550936,10.45850545,47.76523509,10.87013987,6.632105755,118.4463411,6.28919573,1.421693454,57.48557874,11.7083444,2.122267141,9.794122976,6.334112394,40.02730572,5.818702595,7.596348195,86.83555401,24.35286455,5.847017154,86.21681467,155.6206627,22.75315561,1893.059463,689.6895872,46.64531147,665.9984948,228.6319072,905.0503237,190.5212928,104.2622698,636.1749712,182.6020056,88.76137509,761.983878,452.8593304,86.65644034,6134.728127,1637.187036,213.9518084,661.7414402,430.1995708,1330.53365,550.8579773,406.9195004,827.4530859,416.6833438,326.0882116,906.178072,201.8189508,125.1180822,4704.126985,1494.793724,291.0358719,481.4345651,555.795244,1797.028683,985.6240036,629.187273,1337.688986,671.2082998,319.6435981,235.0798603
Boreal coniferous forest,NAM,49,219593463,0,197174161,22419301,14383454,3998087,599142,1301068,898815,894527,1027858,1250580,1014461,1053927,645674,1013384,1345855,1289815,1311362,736986,24788235,2997721,2236779,1444951,2871120,23596783,47471881,91766693,7162.6735,9912.267159,5183.646961,4554.374058,9135.48701,11059.73302,10784.57874,11415.12176,6393.194119,6836.657226,9909.968673,18044.23829,38008.08307,16762.38222,5289.497568,6996.605357,2606.747248,2339.374383,4439.169753,5962.727555,6319.902577,5578.505282,4513.263031,5647.398135,8286.634148,11527.92372,19723.69867,10828.79051,5747.780525,11256.85593,4103.917151,3620.482131,5754.419821,8870.179114,8810.610914,9917.909814,5343.304255,7323.175451,10012.58754,12435.1004,15529.94888,11502.07051,5323.75642,10427.50515,3753.655217,3853.746538,3853.185377,8626.757964,6296.498137,6468.607944,4833.169836,7019.613481,8056.933196,9835.621923,8394.410545,5890.383979,4794.447723,15589.2393,5728.990141,8205.396317,9613.403875,30732.97665,19501.78422,17355.38279,13837.16662,21551.5412,27019.10004,28405.65573,18807.87832,14139.20811,56022.10147,150003.9594,94211.57178,88513.07677,86502.87862,236801.7004,158212.0688,203668.331,110443.9802,271375.5042,301692.2287,237792.916,173823.0098,125510.7108,124355.0117,333043.3536,199801.6903,166957.0098,153017.892,242975.8403,165379.2126,203720.0997,97048.58926,171022.6439,221906.4502,207587.9413,320532.3335,135217.7499,390446.929,763837.9701,583424.6661,616483.2683,755541.135,705550.3187,639155.9532,595802.8083,403261.7826,522607.4707,758971.2125,764185.977,716543.0536,417134.9897
Boreal mountain system,NAM,50,118958100,0,117193417,1764683,4334584,133207,51123,135779,129700,944403,1194325,567317,194842,31884,92817,430041,99513,105189,305031,52618,51034385,3480644,1493722,883086,1465141,16586539,18917590,23332310,556.4197735,1392.051867,1586.466892,7341.375964,5884.527725,4063.490909,1027.409686,550.9972803,757.5339902,1719.12495,956.5357723,2269.690277,10544.10464,2023.546255,265.2689933,1144.375184,1968.402261,12660.67303,10389.06876,4449.871946,1013.074428,246.0155804,443.6018824,1929.36807,429.6330539,1265.981687,3984.389616,787.995595,945.9204618,2183.918839,1751.40522,10249.22072,8758.423963,3618.296344,1743.788052,659.0595839,1011.320947,2215.676544,546.7106445,1403.642763,1619.14211,353.3846102,586.3758272,1064.350097,740.4607317,5106.576914,4769.13605,1743.330526,846.2055137,384.5455642,461.1351878,1049.507449,342.2454387,789.5236943,1105.282438,241.6353839,736.3725387,4007.329095,3130.70111,17963.28762,18322.75067,6335.303345,2040.675501,437.2007004,884.5589991,2640.879574,463.0074835,1202.610504,2662.393627,499.3709719,10805.06637,33722.72187,29319.40323,222796.0922,247588.5345,101726.403,33236.76639,5944.999495,21823.12516,95244.06655,14796.92047,23537.04406,76621.27805,11350.86877,20746.46108,50832.91061,50044.04367,364335.7995,457581.3064,199920.33,63876.75855,7849.872379,22158.03174,108552.1873,22718.10266,27754.57456,106790.0344,15077.17663,16481.47672,41431.81175,41159.41358,303949.715,441031.2242,245460.4526,91057.52884,15811.48574,45277.27356,216690.5111,59260.14195,46965.94802,101704.4766,22283.8076
Boreal tundra woodland,NAM,51,257805785,0,227447712,30358073,8677926,434283,373068,648652,338812,799514,891647,571620,386923,420053,440333,563832,381874,652103,1260649,948845,67757121,13471933,7581723,3667543,8335834,57604687,40530358,28498513,7083.407146,7758.656081,2493.397226,7298.346617,7444.228726,5655.606703,5621.837971,4680.277239,4523.416232,3582.30649,4060.931611,14190.46145,63749.01378,29893.61822,6064.382481,6495.000154,3011.314931,5318.856246,7083.616107,5426.966537,4422.766197,4934.847403,3931.654267,3764.049687,4112.097048,10905.24563,47608.07113,23479.87597,12400.5887,11295.70879,5999.440946,15972.12039,13720.92092,9999.376348,8730.082176,7092.767734,6348.153004,7706.627743,5788.930767,13554.35317,33477.607,16226.48293,8997.568921,8466.631237,3934.05738,11310.43339,9032.813977,6359.311522,6197.262179,6453.093627,4392.338554,5887.117511,3978.053216,8299.886645,19091.40071,8932.763024,11573.73641,18137.46742,10542.24938,21230.72474,20794.83192,12194.3945,12756.05208,14038.2674,8684.614344,11203.92291,8586.279904,18724.03371,60432.2801,31590.35984,105195.8827,145225.6396,101672.3366,271961.3135,252735.0485,143317.834,153293.3324,165492.3166,140090.7474,209558.6304,144173.3438,223633.5442,512134.0162,501305.7373,151780.966,247621.7924,126727.8002,288502.7039,316662.6153,179650.2354,101403.3355,117595.1323,123075.8603,151317.29,111277.2374,175173.3613,338129.2598,221209.7437,69971.47821,203651.4736,84431.68345,177919.6665,264172.8357,209015.9669,94498.65554,99766.59814,149286.2611,170811.6494,99897.07848,187622.4532,186027.2769,116206.4325
No data,NAM,52,30556,829,17760,11967,23,25,7,1,7,0,0,1,4,0,0,0,0,0,0,2,7604,214,278,207,224,1578,1903,5754,0,0,0,0,0,0,0,0,0,0,0,0.06529730598,0.06529236458,0.449659331,0,0,0,0,0,0,0.07490693456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07513659821,0,0,0,0,0,0,0,0,0,0,0.07490436389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1404140877,0,0,0,0,0,0,0.06529695306,0,0,0,0,0.2247062073,0.06526534607,0.8993594666,0,0,0,0.07513695424,0,0,0.06522697564,0,0,0,0.3749918042,6.723172521,0.4568453928,6.223833502,0.1958253606,0.1304870314,1.423527561,3.672360667,0.1306076684,0,0,0,0,0,1.050093395
Polar,NAM,53,504955708,225557179,246021345,33377184,41613,5669,1619,1872,1187,2042,2349,14338,1526,1879,1312,1117,755,7203,4112,302,236045711,2233149,729242,237149,455972,2172921,2077228,2069971,252.4758525,294.3021141,113.7409607,211.6161637,327.0790644,340.0926503,144.9925089,162.7655219,122.793478,125.8753136,99.81470459,3324.702356,2408.27232,78.83806388,36.9609931,40.96927322,70.65466893,39.50066986,121.6334473,361.7312708,36.90367263,38.44480029,35.62853058,20.77898672,14.02538857,354.4274755,101.2794115,13.66501469,18.97881975,27.70901738,18.52805059,23.47066302,63.1458319,156.8844578,35.05265984,23.333593,28.03917565,10.70235152,8.499291581,260.7354569,48.92024821,10.61871738,11.2775522,15.79513211,7.564859181,11.5696751,30.16354991,108.6786074,11.89721359,11.37177388,9.278523588,7.483378846,4.963801197,98.68518282,21.74564173,5.456636532,14.51568982,30.35475598,31.70070443,30.12780236,65.6238108,256.7544591,29.31690369,19.01371471,20.32570836,11.98610155,6.785877986,283.0434695,36.33320097,20.88095384,242.0957897,396.2562392,365.0102131,652.3588346,593.9908798,2368.536742,418.2536751,344.8449223,296.7596812,267.1964839,146.3481102,1311.05272,430.122202,112.0341527,234.8908824,323.5249101,297.4911195,540.0965871,582.1904334,4794.334187,387.3625726,505.3559159,270.8385856,275.6485278,152.3420684,727.4938601,537.4034818,38.19549455,807.718899,743.0049638,281.8504947,533.3855911,565.0756645,5950.550449,462.5230831,773.4353217,528.7859796,396.8645759,321.8163012,843.3124064,528.2883328,22.63581868
Subtropical desert,NAM,54,108264599,28918,107714520,521161,79433,4583,3679,4679,6747,5862,5611,4615,3615,5192,4951,4852,7781,6517,13797,1534,104974509,461694,337617,316443,149488,620379,482304,372084,1904.267987,2350.348019,3253.093543,3092.947481,3985.749247,2681.72072,1985.32558,3238.310178,2595.682573,2583.503679,2593.885202,997.243587,1981.234749,337.5025435,114.3013793,167.7286135,194.6637258,228.0543193,110.0181458,120.5868515,122.9465524,133.5202451,126.9048678,105.7822479,170.7573531,104.4963983,515.4983676,63.56003721,82.98798315,73.53099115,91.79770992,118.4704786,77.1869822,88.73822186,67.9749897,134.1382326,106.898887,107.5176701,137.4178709,105.3395354,457.7163203,57.2511737,74.28765605,85.78826262,84.10823756,136.4425799,86.82843602,87.08025195,77.05745146,141.6015198,120.2929152,89.2991812,189.2814087,115.4290827,707.9526753,63.02595367,97.65102451,85.85558875,84.8796066,134.8349903,79.19583607,66.36523612,70.64906641,106.7091656,100.1132097,116.4296146,112.8554012,95.90537173,499.1155173,42.12937272,790.1527313,686.9892062,859.6623958,685.1840425,594.7623266,681.6221801,694.4822086,698.580124,1167.807458,1103.660243,1852.91152,807.1085873,1782.415898,177.7863226,382.1636393,542.4776079,640.5462916,442.2890229,306.5760991,513.84135,422.6807869,397.1743833,491.4643296,470.4474647,1771.117845,1044.448796,3226.62175,237.5913887,232.9849074,685.9512855,1538.693909,1023.934438,370.7499258,375.2535749,173.9106084,342.0814009,241.9851627,275.1425471,953.2647354,3246.622537,4626.661672,555.5135695
Subtropical dry forest,NAM,55,8705698,0,8603839,101859,193558,72273,10729,10144,9682,13215,11680,14421,14827,48790,14845,7972,9281,8242,9487,10242,6240218,163203,192883,111423,74571,305436,300757,1215346,861.9287888,701.5851277,770.2456478,785.7557925,728.5034723,803.5448725,1076.183029,1204.816853,788.4681074,534.4947464,528.0265375,725.9370129,2048.659761,1896.18481,60.59717538,32.7038432,32.85356526,41.60610718,46.22739792,57.94553582,71.20561982,92.77178083,63.915006,35.00855528,52.9654787,120.5808112,567.5525245,500.4311645,62.75827278,59.63569113,90.86922591,131.80528,170.1065914,165.1231517,294.6860026,248.8082712,169.5678368,104.4227702,188.5421031,207.9841121,756.5544004,843.7918753,66.08074899,71.76197134,105.4756314,113.2916881,145.7839371,111.2147135,193.8132836,275.9512366,161.4680471,100.823159,168.5505123,175.6427729,480.5715018,506.0991328,155.9350842,168.7132632,167.490578,272.0273354,296.955547,212.7399989,354.9505714,594.1950373,341.2607164,212.763853,271.404968,170.4000258,285.1041088,348.8892759,734.725343,760.0745525,915.6096961,1222.083801,1163.580771,982.9837705,1675.253741,3076.818813,1371.532019,735.4856716,830.6180351,672.3362216,1460.03222,1307.927692,1320.008574,1236.70491,1340.179679,1702.478655,1542.67353,1651.942345,2372.773901,6500.354452,2367.013083,1181.798255,1595.062489,1267.022299,1158.684635,1284.669076,7466.858819,7113.191471,6259.191239,8946.3564,7586.189283,10435.13525,8787.714779,36796.37009,9581.674657,5067.209279,5645.739269,4902.496274,2730.221602,3554.086637
Subtropical humid forest,NAM,56,106795695,0,104274146,2521549,14699931,10341338,1073763,966680,846595,1121379,1166856,1149878,1159295,1109259,843951,1044681,1002271,1098487,1085684,1031153,36647035,1252980,1161137,898862,1243918,4282495,6563557,52224161,4905.128362,4096.993978,4020.297162,5896.719532,6978.867259,7722.267874,7047.404569,6491.652677,4242.676483,4594.89062,16126.24766,29900.07112,175973.9727,173286.3635,508.9351836,439.3464348,478.5673969,628.2831693,762.4176739,852.1612316,694.9224532,611.0883576,424.5490739,409.0783153,830.4626076,1538.09666,5621.015028,5299.97281,1024.388127,865.6698131,932.6533621,1318.589057,1669.509909,1821.737249,1641.308426,1446.052814,953.6852955,1037.595209,1331.046584,2061.942534,7287.220912,6509.008607,748.6900747,490.9373818,428.8395206,624.5487215,740.5567495,874.6308271,794.9228573,709.4958072,450.3619465,483.0471199,877.7070557,1442.798143,6026.277906,5077.876445,1901.26002,1505.834379,1425.514114,2089.188161,2541.113436,2669.37358,2360.716686,2017.930122,1306.040427,1374.896868,1547.289184,2339.642563,7918.611492,6690.569375,12020.19046,10147.6872,10271.72502,14254.26467,16902.13336,17229.78994,15334.03614,13444.68618,9289.912708,9404.918221,9288.669545,11726.09204,36074.62588,31838.97097,53129.12841,47367.75182,48965.80277,70162.25427,82478.31869,84015.71813,79038.21534,63059.90919,38140.89715,39297.93252,30814.33015,37161.05308,56994.99054,51355.87218,999525.1825,901765.4519,780071.4085,1026405.306,1054783.23,1034691.92,1052383.113,1021478.273,789143.3505,988078.512,941455.1099,1012317.596,789787.2702,751094.1576
Subtropical mountain system,NAM,57,59209596,0,58970888,238708,2225095,563038,103700,297873,134595,141477,107758,187554,207355,234431,171488,85180,116159,140663,131933,164928,32280898,1767048,1537873,1439545,1046103,4597317,4541270,11760836,3657.6293,32884.7994,14025.8122,11807.49363,8306.996389,28927.95195,18949.09607,8610.034081,19688.89034,3698.59314,2671.486979,5128.991602,12422.31138,12421.19165,373.2881938,4512.510397,1193.011269,1678.44401,749.6495755,3468.951065,2387.915494,1818.937565,2006.804017,571.5841678,478.9133587,1415.463237,4007.527288,4584.050113,352.2801603,5977.353849,2196.241979,1308.158872,816.6403923,2577.363893,3216.490204,1506.224189,2779.603885,354.4446635,290.8101108,2025.837163,5055.530101,6870.199122,389.5310553,2672.941765,1718.639599,1348.058394,891.4335141,2439.43914,2647.792859,1587.942629,2192.676632,462.7681666,440.4306422,2364.196227,5290.965922,5501.30475,474.4655708,5181.237944,2077.243769,1786.483451,1087.578276,3971.764631,4569.878803,2796.691402,3550.489726,623.4567422,658.7680163,2070.347778,2829.71173,3628.170192,5655.031807,51630.98652,17510.33249,15859.73919,7741.460453,20217.26867,21731.03415,18917.26903,17568.93531,4744.563604,5158.942623,11955.49186,13505.34165,17592.42487,11606.15019,41913.56538,18205.86406,20165.20617,12413.62768,25152.92195,31132.89422,30315.16653,24966.36325,9100.603354,16039.41638,16275.93955,16304.80171,20119.54151,81192.06604,153099.1337,77668.18141,87523.18909,75750.36466,100798.325,122720.229,168878.7416,98733.9634,65624.10821,90420.6927,99426.79687,72516.79363,94211.25104
Subtropical steppe,NAM,58,116624277,0,115813967,810310,851096,152079,59874,50180,47560,78971,66601,75700,68934,68527,61364,51991,56414,80963,43470,40548,102999060,1208719,1211830,927037,903405,2638802,2378283,3546832,8684.449695,10179.36026,13725.2465,21264.82568,20919.5538,20851.20896,16718.78582,17573.01186,15656.09281,12020.23879,11896.20527,11679.54897,14986.34322,8844.504913,430.1359645,431.9122068,973.5209962,1367.68176,1097.069117,1740.384568,532.4090583,612.6357327,568.8987135,342.5347343,591.070114,1020.704795,1346.380192,1067.872141,746.0072518,610.182705,664.879574,1051.974577,895.7866514,1116.167507,969.7455037,1183.248418,1033.99827,648.7495493,943.2640545,1695.336571,1892.602107,1542.222377,1066.484049,972.4100704,1108.156971,1345.991012,1322.70187,1604.023726,1423.384268,1377.202433,1263.663625,838.4902578,1299.483696,1501.529351,1352.659816,1244.073736,1060.428782,846.3677944,1081.331225,1425.216742,1311.641484,1531.272982,1291.621269,1443.558113,1200.645981,786.3817571,1240.037608,1527.169501,1477.126983,1178.612971,7915.555358,6619.613491,6409.797942,11313.67404,8812.95946,11645.32567,9422.638424,10924.46342,10740.29742,6776.937072,8514.666966,9465.728947,5248.753545,5268.703276,9158.22271,7800.571553,6288.206668,11628.38973,8506.671439,10983.3758,9066.339463,10549.22405,10287.3219,8031.549018,9152.575907,11062.05732,4922.607316,5370.209651,30812.31601,22719.76462,17309.17982,29573.52481,23734.40534,26228.24462,29509.43589,24863.20595,20613.20287,22545.6294,22776.72475,43010.52744,12243.49904,16031.96097
Temperate continental forest,NAM,59,202745552,7136,194327494,8410922,6536891,2613496,469984,442099,299491,585244,574466,482854,604382,458356,422146,489983,371819,541925,419102,375039,68226956,2246128,1603620,1093705,1841546,6187391,13101743,100026405,1875.272253,1059.721419,641.5100756,1516.776355,1788.180408,1291.690002,1688.243421,1055.954285,797.8605138,1096.832864,1297.895449,7532.109103,16204.92251,10555.19941,310.2709436,214.2536695,128.1329047,275.0939702,354.1417506,267.4544787,346.9226968,233.4331232,177.0413612,239.964647,183.5339489,838.372819,1454.788573,1187.185052,278.396409,197.8720573,117.0553623,265.5198756,415.3869156,312.4769995,393.3965091,210.1956824,165.9456533,292.1806927,146.4558988,759.0861057,1247.555384,997.749714,193.5505274,118.3205209,64.07397279,138.9140441,244.6883611,156.2685914,225.255378,104.1834468,85.10133344,145.1973074,90.88435922,532.686622,822.3182427,668.9272245,388.8784055,265.3913651,154.4241678,352.2281408,446.9317201,389.0780062,474.8527685,289.7579654,229.9534956,380.1815182,200.3535984,916.9829486,1508.135505,1216.218756,5293.578857,3983.93195,2381.467809,5566.234308,5460.194624,5264.752326,5392.225029,3507.846752,3016.775025,5195.820179,2286.146165,7230.622089,7841.405122,6789.74249,22012.67093,17662.76416,10938.04357,22729.26621,21468.65032,20681.63892,23232.11545,15387.74852,12150.28028,16742.69336,7665.680232,21006.46069,26383.16245,24867.26343,439631.1754,418597.0303,285065.9806,554399.9354,544287.68,454490.9782,572629.3139,437567.3503,405523.243,465890.3544,359948.4185,503108.8803,363639.4309,328756.7542
Temperate desert,NAM,60,74411077,0,74002287,408790,899649,367078,38733,52934,66040,101204,67907,82475,78723,61035,76863,66313,46471,65295,49502,46153,66155466,643898,502642,408894,275536,1041608,1045904,3928340,3369.95086,9250.390037,3448.410872,9947.577889,9937.275214,9361.968736,8852.922424,4251.227405,3529.931471,2143.640263,2238.642926,2661.428605,4056.074859,2682.834777,313.4567061,1038.963532,527.5691644,1087.240824,752.154517,772.9297078,707.3509805,443.5984554,409.9184112,263.2217872,280.8754668,514.6721756,1076.382732,901.6718344,116.1052373,226.3581807,296.7928804,382.1034213,284.8929133,172.0075173,176.9856687,139.9780162,172.0523867,148.4399932,152.2074464,360.7813965,872.1601182,680.7953614,279.3671438,909.5619752,338.954054,659.3487119,429.6080301,369.5062678,370.5081113,253.0841691,254.5766508,249.8922163,201.8062009,385.5408264,1003.914253,747.0527033,161.2374084,604.6899787,575.4338837,591.1609592,499.8498237,471.1944924,584.8626842,347.8799597,549.1515411,208.2211303,196.4737576,267.8248213,706.4683233,431.2366396,2337.034544,4404.524181,4299.310413,5734.232496,3653.168968,3079.228329,3538.040924,2454.557609,4281.553732,2230.61149,1345.504824,1751.707596,2244.370808,1945.673125,3652.617167,4341.066233,5840.907163,7429.986813,4649.264089,3882.566084,4640.127904,3269.521259,5313.831538,3325.084474,1935.033225,2742.156672,3395.077403,3154.110504,28503.59677,32158.62438,50712.1771,75372.05615,47700.33171,64365.74828,59852.35368,49875.11526,62352.40287,57743.86511,40120.87724,56611.25941,36147.72854,35609.27938
Temperate mountain system,NAM,61,198222879,0,194517345,3705535,9521956,3910512,602269,678375,568444,940622,667087,801318,983468,798078,509967,632384,513169,733440,534514,558820,72667168,2624590,2188610,1685704,1649300,9145155,15397789,89159029,16227.23596,42522.99663,12111.13516,14602.75059,12710.66109,12038.8837,22574.87409,11049.51382,7022.758071,6226.466792,5373.177123,10942.47398,18826.16323,16851.46005,2687.747111,5101.03882,1693.906325,2284.012968,2017.076258,1820.624066,3478.600256,1663.74585,1189.42372,1303.503412,1052.462104,2490.387399,4511.604639,4395.870432,2442.462268,3131.454446,1617.177089,1843.366074,1531.269423,1518.619065,2337.607644,1326.724818,694.675276,975.0176555,819.9192172,2360.212984,4318.382914,4686.370305,3680.993464,10020.29264,2120.203785,2388.625611,1933.571695,1661.90124,2806.397735,1535.526068,1024.352783,1292.242641,1204.122363,3048.167386,4821.819709,4463.699336,4854.046428,6620.611885,2859.427694,3178.396441,2981.683515,3049.214069,5144.798606,2311.284512,1642.08742,1708.031238,1425.261325,3023.622499,4201.632821,3945.139172,44676.30567,51194.14772,32904.18892,40516.49305,28451.00547,30227.59524,46547.1323,27513.03343,33301.07267,25013.29576,16053.15587,29358.17158,34981.19633,36945.27487,70504.82698,63847.25503,51361.09357,73006.20054,50891.05496,56540.31942,84180.97808,53157.35389,34663.40729,42362.43929,32410.69135,52126.37282,52523.29314,58038.87362,457195.6446,495937.6889,463776.7405,802802.1863,566570.7275,694461.1731,816397.5513,699520.8299,430429.6172,553502.542,454830.6578,630090.828,410329.598,429492.8349
