,,,,,,,Total,Total,Annual loss,,,,,,,,,,,,,forest cover by strata,,,,,,,,loss within S1,,,,,,,,,,,,,loss within S2,,,,,,,,,,,,,loss within S3,,,,,,,,,,,,,loss within S4,,,,,,,,,,,,,loss within S5,,,,,,,,,,,,,loss within S6,,,,,,,,,,,,,loss within S7,,,,,,,,,,,,,loss within S8,,,,,,,,,,,,
Ecozone,Realm,Code,total area,no data,land,water,Loss 00-13,Gain 00-12,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,S1,S2,S3,S4,S5,S6,S7,S8,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Tropical moist deciduous forest,EAS,44,134636755.6,1986.438045,131962183.7,2672585.429,3287724.146,783595.8283,107514.7954,134613.2834,140632.8861,183135.7895,183027.4076,229978.7671,253553.5827,241536.9982,359746.2544,380517.8574,360056.3372,359085.3169,354324.8701,68877543.74,2783018.53,994456.341,1269392.091,1902252.487,7285510.887,18991890.42,29858119.25,5272.840983,8411.200469,6711.103617,9210.29391,7791.436051,12848.45152,10345.8624,12281.16695,15677.11298,13852.09402,19449.84019,27101.45307,56400.68094,1154.306812,1882.939294,1602.547366,1903.058958,1490.952577,2685.390416,2121.931715,2286.186775,3090.993157,2831.010765,3489.325187,4658.896793,6350.764181,757.7841102,1113.458043,921.0668226,1272.994186,869.2897726,1564.884425,1319.450043,1237.653131,1685.115695,1565.536084,1759.246698,2323.781199,3630.9633,984.5779992,1430.524308,1183.95384,1546.425865,1044.140741,1805.229548,1463.223222,1576.320678,1987.040725,1803.210107,2223.922928,2603.337181,3186.501463,779.0471058,1273.58989,1027.075216,1231.665876,956.7916495,1583.855809,1310.528494,1426.06229,1790.665597,1807.330617,2316.602433,3314.325365,5284.865771,7868.142827,12722.57105,10944.24604,14271.25967,10968.43074,17826.53868,15746.1807,15435.42225,19886.44714,19525.48068,20261.29194,24255.42467,27526.73599,25807.56033,39131.52948,40077.85521,47614.91207,42182.0383,62381.92124,64746.03262,59762.25668,88562.91294,81497.67724,71297.97238,76338.98616,83794.27554,64890.53527,68647.47089,78165.03794,106085.1789,117724.3277,129282.4955,156500.3735,147531.9294,227065.9661,257635.5179,239258.1355,218489.1124,168150.0829
Tropical mountain system,EAS,45,78231107.7,0,78010681.95,220425.7437,1741752.019,538817.3298,63472.10146,83994.42697,96983.24186,109177.989,104428.4012,148261.5063,143671.9045,114117.2321,177742.1951,167291.4825,119696.3185,199511.7012,213403.518,28849582.73,680643.942,240378.8413,344037.5291,536651.9735,2940295.517,9324405.121,35094686.3,886.0124048,1168.635059,1466.204529,1352.37468,1374.30025,2082.891828,2147.247823,1662.217959,2713.142856,2059.18491,3796.230812,13364.55342,23224.31791,274.0495189,362.2495823,415.8241701,388.9331022,367.7093826,559.7881841,509.9602647,350.2901344,619.9097223,520.0602356,495.0270412,1489.146022,2350.725368,200.3334495,283.565344,309.1395397,315.9505652,280.12118,414.4107197,382.9951551,274.7179658,447.3461464,356.1901873,350.9829182,858.6401317,1465.382348,133.6083276,184.009101,229.379174,208.8248915,202.6922977,322.0569642,292.8472004,219.3477203,365.4060343,306.1958506,297.7708863,985.2123329,1749.725157,183.691623,246.0960053,283.6925159,273.0939905,265.6428972,411.0299558,373.6762012,288.8698291,479.0826523,382.661366,370.1037774,1232.820668,1973.097466,1748.935516,2594.311815,3399.502827,3500.608355,3558.965604,5606.913982,4738.291416,3534.58103,6021.096629,5146.72044,3990.058797,10313.59021,14804.28566,9986.436038,14450.05538,18312.36644,18809.76078,18152.4859,27696.28204,25760.55352,19482.98205,32427.06764,29252.31108,18313.44905,36055.0905,55810.82669,50059.03458,64705.50467,72567.13267,84328.44261,80226.48372,111168.1326,109466.333,88304.2254,134669.1434,129268.1585,92082.69525,135212.6479,112025.1574
Tropical rainforest,EAS,46,267131085.2,30343.36633,261670491,5430250.805,24946278.47,10449578.37,1184580.956,1271103.955,854884.234,1826857.418,1765361.707,1996119.29,2065114.293,1979683.95,2870543.455,2048447.55,2237309.588,3137530.363,1708741.709,50751544.78,2743751.695,1426057.127,1379542.133,2419454.567,9277048.273,27508200.1,166164892.4,13149.82973,11556.06909,6778.87153,16165.60803,14599.92225,19414.41273,26374.95378,20707.35412,19056.1938,13283.41376,22648.79906,42519.68949,98658.53327,2409.188407,2141.878731,1332.538169,2878.303217,2395.835027,3295.883658,3052.854014,2412.59848,3120.138153,2068.738616,3156.483024,4991.813219,6756.562705,2450.971216,2393.285723,1298.345262,2874.511753,2159.268483,2919.503773,2759.382684,2172.230661,2726.816634,1696.109998,2478.65942,4990.360201,5728.131137,1608.11774,1561.816005,911.5099048,1925.389555,1462.804801,1998.991213,1747.440449,1430.071245,1889.849533,1204.172862,1837.073201,2858.462318,3512.452279,2208.822276,1743.334716,995.5294229,1976.381673,1669.957583,2230.924425,2228.788783,1767.34747,2277.439513,1525.63838,2401.199238,4102.986256,6993.730519,19211.96501,18622.32975,10968.89714,25041.34102,20791.7599,29011.2386,26704.10236,22940.42133,29708.0425,18662.71514,23592.72806,37503.95612,37472.87129,87480.73347,98728.67087,63192.23304,133795.5476,117461.5997,156453.0392,151444.4946,139200.0917,184162.267,120404.5779,125379.6394,195204.3424,184585.1263,1056061.328,1134356.57,769406.3096,1642200.335,1604820.559,1780795.296,1850802.277,1789053.835,2627602.708,1889602.184,2055815.006,2845358.753,1365034.301
Tropical shrubland,EAS,47,116397088.1,733.5795616,115411472.1,984882.4258,57976.19181,21220.9556,3643.14701,3362.001989,2078.387918,3674.007001,3598.836106,4723.882499,4393.807796,3945.717935,5560.785783,3521.913412,5677.761475,7556.081061,6239.861824,112666468.4,400479.8049,145181.6777,200144.176,228366.4265,507973.9679,604575.861,658281.8255,322.471142,460.2157207,294.2557832,443.3953023,353.4816318,475.0366231,663.1933486,527.8563223,590.8722474,371.3066176,1199.011998,1514.968544,3167.580767,36.34243032,69.35336685,34.92428021,44.62760702,33.44455755,39.03691392,45.29021579,40.9483701,39.06202384,35.70433191,49.45477635,114.6279782,71.86102467,31.314506,38.9787847,19.92002735,46.92318791,28.77734415,42.66177518,46.28338242,39.21516174,43.77659369,30.88126816,50.92180608,81.72937674,68.90694089,57.35274204,57.23192339,44.23934577,44.01644711,31.13882046,40.23290963,44.88049488,48.49711731,38.29835857,19.09207775,46.46924067,77.97529026,52.07580499,26.83035118,64.10205156,27.92371651,25.55196185,29.29495729,21.34303906,21.9515922,25.22558573,18.9067686,29.69474423,29.42799492,85.21998474,72.93234954,394.1525525,373.7204269,263.8035068,348.8613851,239.9334714,301.4358631,378.6608351,303.2000801,292.7075615,228.8634218,348.696358,537.7486379,319.6677675,730.3729755,685.6100348,439.976825,746.9897241,642.3866232,746.5024694,884.6455608,747.851617,783.7485105,647.5719415,825.1792527,1055.383051,768.5223143,2044.310311,1612.78968,953.3444334,1973.641386,2240.3787,3057.632906,2308.902366,2212.923681,3753.413719,2158.799009,3128.600048,4088.428198,1718.314855
Water,EAS,48,53179692.81,7697721.241,7403795.983,38078175.59,35451.74119,4558.317657,897.4608977,289.3488821,13058.83965,4034.606368,592.3015097,1992.515701,1317.27248,4477.275349,1826.979723,1235.370398,3450.866861,1520.597174,758.3061991,6265311.947,63863.22463,33913.69832,33631.97426,51770.1276,215126.1476,389664.8294,350514.0349,44.55004487,27.26123901,74.85310757,77.37929123,23.0947485,47.76378982,40.63868045,234.4480639,42.13758805,55.00951708,367.6624061,171.1852591,68.53152513,18.40714442,6.749364041,96.06180942,54.75632552,7.17544011,45.95538903,18.55200371,82.9054109,19.9580713,9.762068676,83.34517956,43.3638038,4.971406853,10.16185491,16.99160839,46.817894,47.12377647,3.443992884,57.62938627,27.37070679,50.02568992,22.60153611,12.17491524,63.9414434,19.33219923,3.015811414,7.75371387,2.397299081,51.70668856,21.96828311,4.832069251,22.1985123,9.750254469,37.25622141,9.460550936,10.45850545,47.76523509,10.82652253,4.81667596,6.28919573,1.421693454,57.48557874,11.7083444,2.122267141,9.794122976,6.334112394,40.02730572,5.818702595,7.596348195,86.83555401,24.26117713,4.943299379,155.6206627,22.75315561,1893.059463,689.6895872,46.64531147,665.9984948,228.6319072,905.0503237,190.5212928,104.2622698,636.1749712,178.5379485,71.66150863,452.8593304,86.65644034,6134.728127,1637.187036,213.9518084,661.7414402,430.1995708,1330.53365,550.8579773,406.9195004,827.4530859,406.5189496,300.8102938,201.8189508,125.1180822,4704.126985,1494.793724,291.0358719,481.4345651,555.795244,1797.028683,985.6240036,629.187273,1337.688986,666.5713138,299.5556779
Boreal coniferous forest,NAM,49,219593462.7,0,197174161.4,22419301.31,13557557.41,3998086.932,599142.198,1301067.756,898814.885,894526.7284,1027857.571,1250580.234,1014460.609,1053926.767,645674.4499,1013384.004,1345855.115,1276969.384,1235297.71,24788234.5,2997720.701,2236778.672,1444950.709,2871119.742,23596782.86,47471880.85,91766693.36,7162.6735,9912.267159,5183.646961,4554.374058,9135.48701,11059.73302,10784.57874,11415.12176,6393.194119,6836.657226,9909.968673,17066.06245,31200.97142,5289.497568,6996.605357,2606.747248,2339.374383,4439.169753,5962.727555,6319.902577,5578.505282,4513.263031,5647.398135,8286.634148,11184.80325,15439.24836,5747.780525,11256.85593,4103.917151,3620.482131,5754.419821,8870.179114,8810.610914,9917.909814,5343.304255,7323.175451,10012.58754,12169.35146,12553.47796,5323.75642,10427.50515,3753.655217,3853.746538,3853.185377,8626.757964,6296.498137,6468.607944,4833.169836,7019.613481,8056.933196,9667.183407,6927.113318,4794.447723,15589.2393,5728.990141,8205.396317,9613.403875,30732.97665,19501.78422,17355.38279,13837.16662,21551.5412,27019.10004,28154.57098,16116.36076,56022.10147,150003.9594,94211.57178,88513.07677,86502.87862,236801.7004,158212.0688,203668.331,110443.9802,271375.5042,301692.2287,235753.7888,158557.3392,124355.0117,333043.3536,199801.6903,166957.0098,153017.892,242975.8403,165379.2126,203720.0997,97048.58926,171022.6439,221906.4502,204784.9981,304317.6543,390446.929,763837.9701,583424.6661,616483.2683,755541.135,705550.3187,639155.9532,595802.8083,403261.7826,522607.4707,758971.2125,758188.6257,690185.545
Boreal mountain system,NAM,50,118958100.1,0,117193416.6,1764683.489,4270319.214,133207.3017,51123.36176,135779.4693,129700.2967,944402.7409,1194324.972,567317.4786,194842.207,31884.17632,92816.58147,430041.3216,99513.29747,104211.3377,294361.9731,51034385.03,3480644.344,1493722.041,883085.7267,1465140.774,16586539.34,18917589.52,23332309.85,556.4197735,1392.051867,1586.466892,7341.375964,5884.527725,4063.490909,1027.409686,550.9972803,757.5339902,1719.12495,956.5357723,2084.902965,9615.682091,265.2689933,1144.375184,1968.402261,12660.67303,10389.06876,4449.871946,1013.074428,246.0155804,443.6018824,1929.36807,429.6330539,1223.314229,3683.210163,945.9204618,2183.918839,1751.40522,10249.22072,8758.423963,3618.296344,1743.788052,659.0595839,1011.320947,2215.676544,546.7106445,1380.278579,1497.625101,586.3758272,1064.350097,740.4607317,5106.576914,4769.13605,1743.330526,846.2055137,384.5455642,461.1351878,1049.507449,342.2454387,779.4394722,1024.878169,736.3725387,4007.329095,3130.70111,17963.28762,18322.75067,6335.303345,2040.675501,437.2007004,884.5589991,2640.879574,463.0074835,1181.173593,2498.477684,10805.06637,33722.72187,29319.40323,222796.0922,247588.5345,101726.403,33236.76639,5944.999495,21823.12516,95244.06655,14796.92047,23324.18152,74181.39263,20746.46108,50832.91061,50044.04367,364335.7995,457581.3064,199920.33,63876.75855,7849.872379,22158.03174,108552.1873,22718.10266,27549.38784,103878.6557,16481.47672,41431.81175,41159.41358,303949.715,441031.2242,245460.4526,91057.52884,15811.48574,45277.27356,216690.5111,59260.14195,46688.65946,97982.05152
Boreal tundra woodland,NAM,51,257805784.6,0,227447712,30358072.62,7646246.599,434282.7749,373068.0106,648652.3693,338812.2802,799514.1653,891646.9112,571619.692,386923.324,420053.3005,440333.0453,563831.5941,381873.9522,643706.4843,1186211.47,67757120.89,13471933.1,7581723.183,3667542.792,8335833.923,57604686.97,40530358.5,28498512.6,7083.407146,7758.656081,2493.397226,7298.346617,7444.228726,5655.606703,5621.837971,4680.277239,4523.416232,3582.30649,4060.931611,13511.38276,54497.5108,6064.382481,6495.000154,3011.314931,5318.856246,7083.616107,5426.966537,4422.766197,4934.847403,3931.654267,3764.049687,4112.097048,10632.7714,41136.63689,12400.5887,11295.70879,5999.440946,15972.12039,13720.92092,9999.376348,8730.082176,7092.767734,6348.153004,7706.627743,5788.930767,13336.09112,29466.14917,8997.568921,8466.631237,3934.05738,11310.43339,9032.813977,6359.311522,6197.262179,6453.093627,4392.338554,5887.117511,3978.053216,8182.528175,17146.69746,11573.73641,18137.46742,10542.24938,21230.72474,20794.83192,12194.3945,12756.05208,14038.2674,8684.614344,11203.92291,8586.279904,18391.08479,55113.96984,105195.8827,145225.6396,101672.3366,271961.3135,252735.0485,143317.834,153293.3324,165492.3166,140090.7474,209558.6304,144173.3438,220476.0066,486867.1869,151780.966,247621.7924,126727.8002,288502.7039,316662.6153,179650.2354,101403.3355,117595.1323,123075.8603,151317.29,111277.2374,173151.7097,324680.0877,69971.47821,203651.4736,84431.68345,177919.6665,264172.8357,209015.9669,94498.65554,99766.59814,149286.2611,170811.6494,99897.07848,186024.9098,177303.2311
No data,NAM,52,30555.96048,828.992651,17760.46247,11966.50536,20.7726989,25.22381463,6.947878729,0.5221107389,7.338743654,0.1958253606,0.1304870314,1.423527561,3.822404556,0.1306076684,0,0.1305239287,0,0.06529730598,0.06529236458,7603.927126,213.6878172,277.6153693,206.7590844,223.6830631,1578.483599,1902.653826,5753.652582,0,0,0,0,0,0,0,0,0,0,0,0.06529730598,0.06529236458,0,0,0,0,0,0,0.07490693456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07513659821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1404140877,0,0,0,0,0,0,0.06529695306,0,0,0,0.2247062073,0.06526534607,0.8993594666,0,0,0,0.07513695424,0,0,0.06522697564,0,0,0,6.723172521,0.4568453928,6.223833502,0.1958253606,0.1304870314,1.423527561,3.672360667,0.1306076684,0,0,0,0,0
Polar,NAM,53,504955708.2,225557179.4,246021344.6,33377184.25,41127.49949,5669.497599,1618.914478,1871.916406,1186.541071,2042.125987,2348.902682,14337.56282,1526.302289,1878.565564,1312.449663,1116.53572,754.5955437,7161.096146,3971.99112,236045711,2233148.969,729242.1319,237149.3777,455972.2962,2172921.482,2077227.846,2069971.456,252.4758525,294.3021141,113.7409607,211.6161637,327.0790644,340.0926503,144.9925089,162.7655219,122.793478,125.8753136,99.81470459,3290.675532,2306.483967,36.9609931,40.96927322,70.65466893,39.50066986,121.6334473,361.7312708,36.90367263,38.44480029,35.62853058,20.77898672,14.02538857,353.5239742,96.49448034,18.97881975,27.70901738,18.52805059,23.47066302,63.1458319,156.8844578,35.05265984,23.333593,28.03917565,10.70235152,8.499291581,260.4912403,46.66658963,11.2775522,15.79513211,7.564859181,11.5696751,30.16354991,108.6786074,11.89721359,11.37177388,9.278523588,7.483378846,4.963801197,98.41813313,20.81552654,14.51568982,30.35475598,31.70070443,30.12780236,65.6238108,256.7544591,29.31690369,19.01371471,20.32570836,11.98610155,6.785877986,282.7136153,35.0405679,242.0957897,396.2562392,365.0102131,652.3588346,593.9908798,2368.536742,418.2536751,344.8449223,296.7596812,267.1964839,146.3481102,1308.491208,418.8929786,234.8908824,323.5249101,297.4911195,540.0965871,582.1904334,4794.334187,387.3625726,505.3559159,270.8385856,275.6485278,152.3420684,724.6198155,524.3607943,807.718899,743.0049638,281.8504947,533.3855911,565.0756645,5950.550449,462.5230831,773.4353217,528.7859796,396.8645759,321.8163012,842.1626282,523.2362156
Subtropical desert,NAM,54,108264598.8,28917.99304,107714520.3,521160.5135,73711.31822,4583.35638,3678.797308,4678.669574,6747.445419,5862.157353,5611.066999,4615.208387,3615.027243,5192.115249,4951.149403,4851.782648,7781.491336,5879.627526,10246.77977,104974509.4,461694.1805,337616.6604,316443.3717,149488.3602,620379.4691,482304.4426,372084.3517,1904.267987,2350.348019,3253.093543,3092.947481,3985.749247,2681.72072,1985.32558,3238.310178,2595.682573,2583.503679,2593.885202,780.5238032,1222.865954,114.3013793,167.7286135,194.6637258,228.0543193,110.0181458,120.5868515,122.9465524,133.5202451,126.9048678,105.7822479,170.7573531,87.06851494,357.1139017,82.98798315,73.53099115,91.79770992,118.4704786,77.1869822,88.73822186,67.9749897,134.1382326,106.898887,107.5176701,137.4178709,78.80059599,336.9019748,74.28765605,85.78826262,84.10823756,136.4425799,86.82843602,87.08025195,77.05745146,141.6015198,120.2929152,89.2991812,189.2814087,92.98776622,546.0680984,97.65102451,85.85558875,84.8796066,134.8349903,79.19583607,66.36523612,70.64906641,106.7091656,100.1132097,116.4296146,112.8554012,80.83671099,394.2207173,790.1527313,686.9892062,859.6623958,685.1840425,594.7623266,681.6221801,694.4822086,698.580124,1167.807458,1103.660243,1852.91152,722.6366178,1386.102411,382.1636393,542.4776079,640.5462916,442.2890229,306.5760991,513.84135,422.6807869,397.1743833,491.4643296,470.4474647,1771.117845,906.9928347,2426.450769,232.9849074,685.9512855,1538.693909,1023.934438,370.7499258,375.2535749,173.9106084,342.0814009,241.9851627,275.1425471,953.2647354,3129.780682,3577.055946
Subtropical dry forest,NAM,55,8705697.794,0,8603839.014,101858.78,180123.898,72272.5307,10728.89281,10144.37083,9681.915262,13215.40506,11680.02053,14420.62963,14826.58093,48790.08654,14844.89947,7972.00629,9280.909393,7486.690835,7051.490456,6240218.479,163203.1822,192883.4014,111422.9211,74571.19819,305436.3773,300757.4039,1215346.051,861.9287888,701.5851277,770.2456478,785.7557925,728.5034723,803.5448725,1076.183029,1204.816853,788.4681074,534.4947464,528.0265375,320.735962,1078.908562,60.59717538,32.7038432,32.85356526,41.60610718,46.22739792,57.94553582,71.20561982,92.77178083,63.915006,35.00855528,52.9654787,66.71359376,386.6075047,62.75827278,59.63569113,90.86922591,131.80528,170.1065914,165.1231517,294.6860026,248.8082712,169.5678368,104.4227702,188.5421031,145.6175563,522.2873236,66.08074899,71.76197134,105.4756314,113.2916881,145.7839371,111.2147135,193.8132836,275.9512366,161.4680471,100.823159,168.5505123,132.1213677,327.2743193,155.9350842,168.7132632,167.490578,272.0273354,296.955547,212.7399989,354.9505714,594.1950373,341.2607164,212.763853,271.404968,151.711255,208.4700966,734.725343,760.0745525,915.6096961,1222.083801,1163.580771,982.9837705,1675.253741,3076.818813,1371.532019,735.4856716,830.6180351,615.1489203,1150.920846,1320.008574,1236.70491,1340.179679,1702.478655,1542.67353,1651.942345,2372.773901,6500.354452,2367.013083,1181.798255,1595.062489,1228.511969,940.4313732,7466.858819,7113.191471,6259.191239,8946.3564,7586.189283,10435.13525,8787.714779,36796.37009,9581.674657,5067.209279,5645.739269,4826.130211,2436.59043
Subtropical humid forest,NAM,56,106795694.9,0,104274145.6,2521549.364,13604269.45,10341338.4,1073762.903,966679.6729,846594.8078,1121379.154,1166856.147,1149877.599,1159294.64,1109259.088,843951.4736,1044680.871,1002270.863,1079373.331,1040288.902,36647035.11,1252980.149,1161137.258,898861.9084,1243917.832,4282495.265,6563556.859,52224161.18,4905.128362,4096.993978,4020.297162,5896.719532,6978.867259,7722.267874,7047.404569,6491.652677,4242.676483,4594.89062,16126.24766,25568.11061,165039.01,508.9351836,439.3464348,478.5673969,628.2831693,762.4176739,852.1612316,694.9224532,611.0883576,424.5490739,409.0783153,830.4626076,1303.448062,5045.33517,1024.388127,865.6698131,932.6533621,1318.589057,1669.509909,1821.737249,1641.308426,1446.052814,953.6852955,1037.595209,1331.046584,1758.139027,6596.456329,748.6900747,490.9373818,428.8395206,624.5487215,740.5567495,874.6308271,794.9228573,709.4958072,450.3619465,483.0471199,877.7070557,1256.125575,5504.396486,1901.26002,1505.834379,1425.514114,2089.188161,2541.113436,2669.37358,2360.716686,2017.930122,1306.040427,1374.896868,1547.289184,2020.300421,7209.559416,12020.19046,10147.6872,10271.72502,14254.26467,16902.13336,17229.78994,15334.03614,13444.68618,9289.912708,9404.918221,9288.669545,10584.38687,33125.38803,53129.12841,47367.75182,48965.80277,70162.25427,82478.31869,84015.71813,79038.21534,63059.90919,38140.89715,39297.93252,30814.33015,35055.49271,52242.72954,999525.1825,901765.4519,780071.4085,1026405.306,1054783.23,1034691.92,1052383.113,1021478.273,789143.3505,988078.512,941455.1099,1001827.328,765526.0267
Subtropical mountain system,NAM,57,59209595.86,0,58970888.04,238707.8155,2029921.341,563037.9782,103700.4423,297872.529,134595.3268,141476.7728,107757.7509,187553.9863,207355.3308,234431.007,171487.7266,85180.12205,116159.4608,133957.6262,108393.2595,32280897.77,1767047.5,1537872.583,1439544.866,1046102.699,4597316.994,4541269.848,11760835.79,3657.6293,32884.7994,14025.8122,11807.49363,8306.996389,28927.95195,18949.09607,8610.034081,19688.89034,3698.59314,2671.486979,3385.596901,8403.044267,373.2881938,4512.510397,1193.011269,1678.44401,749.6495755,3468.951065,2387.915494,1818.937565,2006.804017,571.5841678,478.9133587,923.084251,2443.4779,352.2801603,5977.353849,2196.241979,1308.158872,816.6403923,2577.363893,3216.490204,1506.224189,2779.603885,354.4446635,290.8101108,1576.587557,3537.668808,389.5310553,2672.941765,1718.639599,1348.058394,891.4335141,2439.43914,2647.792859,1587.942629,2192.676632,462.7681666,440.4306422,1947.991907,3739.307576,474.4655708,5181.237944,2077.243769,1786.483451,1087.578276,3971.764631,4569.878803,2796.691402,3550.489726,623.4567422,658.7680163,1784.499218,1830.69456,5655.031807,51630.98652,17510.33249,15859.73919,7741.460453,20217.26867,21731.03415,18917.26903,17568.93531,4744.563604,5158.942623,10925.57814,9838.98362,11606.15019,41913.56538,18205.86406,20165.20617,12413.62768,25152.92195,31132.89422,30315.16653,24966.36325,9100.603354,16039.41638,15311.49289,12892.55453,81192.06604,153099.1337,77668.18141,87523.18909,75750.36466,100798.325,122720.229,168878.7416,98733.9634,65624.10821,90420.6927,98102.79528,65707.52822
Subtropical steppe,NAM,58,116624276.9,0,115813966.9,810309.9207,792187.774,152079.3644,59873.59982,50180.1827,47560.3197,78971.27836,66600.78916,75700.00383,68934.3597,68526.54997,61364.12159,51990.51058,56414.02836,74506.78236,31565.24788,102999060.2,1208718.878,1211829.584,927036.5402,903404.7891,2638801.759,2378283.23,3546831.954,8684.449695,10179.36026,13725.2465,21264.82568,20919.5538,20851.20896,16718.78582,17573.01186,15656.09281,12020.23879,11896.20527,9366.18086,10500.59574,430.1359645,431.9122068,973.5209962,1367.68176,1097.069117,1740.384568,532.4090583,612.6357327,568.8987135,342.5347343,591.070114,844.4184999,883.6645292,746.0072518,610.182705,664.879574,1051.974577,895.7866514,1116.167507,969.7455037,1183.248418,1033.99827,648.7495493,943.2640545,1401.546636,1290.701408,1066.484049,972.4100704,1108.156971,1345.991012,1322.70187,1604.023726,1423.384268,1377.202433,1263.663625,838.4902578,1299.483696,1277.271128,892.0087107,1060.428782,846.3677944,1081.331225,1425.216742,1311.641484,1531.272982,1291.621269,1443.558113,1200.645981,786.3817571,1240.037608,1336.359658,1000.223951,7915.555358,6619.613491,6409.797942,11313.67404,8812.95946,11645.32567,9422.638424,10924.46342,10740.29742,6776.937072,8514.666966,8677.652739,3604.698474,9158.22271,7800.571553,6288.206668,11628.38973,8506.671439,10983.3758,9066.339463,10549.22405,10287.3219,8031.549018,9152.575907,10271.05028,3441.568419,30812.31601,22719.76462,17309.17982,29573.52481,23734.40534,26228.24462,29509.43589,24863.20595,20613.20287,22545.6294,22776.72475,41332.30255,9951.786653
Temperate continental forest,NAM,59,202745551.6,7135.844335,194327494.1,8410921.669,6103299.219,2613496.343,469983.7937,442099.2854,299490.6885,585243.9683,574465.8541,482854.3375,604382.3252,458356.47,422146.2007,489983.225,371819.3682,520558.6138,381915.0887,68226956.15,2246128.068,1603619.973,1093705.191,1841545.556,6187391.002,13101742.98,100026405.1,1875.272253,1059.721419,641.5100756,1516.776355,1788.180408,1291.690002,1688.243421,1055.954285,797.8605138,1096.832864,1297.895449,2693.843673,12929.30057,310.2709436,214.2536695,128.1329047,275.0939702,354.1417506,267.4544787,346.9226968,233.4331232,177.0413612,239.964647,183.5339489,390.3424329,1042.369007,278.396409,197.8720573,117.0553623,265.5198756,415.3869156,312.4769995,393.3965091,210.1956824,165.9456533,292.1806927,146.4558988,354.8250967,910.3244057,193.5505274,118.3205209,64.07397279,138.9140441,244.6883611,156.2685914,225.255378,104.1834468,85.10133344,145.1973074,90.88435922,277.0452156,607.2341862,388.8784055,265.3913651,154.4241678,352.2281408,446.9317201,389.0780062,474.8527685,289.7579654,229.9534956,380.1815182,200.3535984,505.6530002,1123.817247,5293.578857,3983.93195,2381.467809,5566.234308,5460.194624,5264.752326,5392.225029,3507.846752,3016.775025,5195.820179,2286.146165,5790.35911,5888.58102,22012.67093,17662.76416,10938.04357,22729.26621,21468.65032,20681.63892,23232.11545,15387.74852,12150.28028,16742.69336,7665.680232,18351.84184,21096.58686,439631.1754,418597.0303,285065.9806,554399.9354,544287.68,454490.9782,572629.3139,437567.3503,405523.243,465890.3544,359948.4185,492194.7034,338316.8754
Temperate desert,NAM,60,74411077.36,0,74002286.86,408790.4961,846965.6873,367077.6827,38733.36584,52934.1785,66039.55553,101203.7073,67906.54526,82475.14941,78723.15238,61034.96213,76863.4186,66312.97647,46471.42108,63694.72795,44572.52688,66155466.29,643898.3887,502641.6515,408893.816,275535.5082,1041607.917,1045903.508,3928339.78,3369.95086,9250.390037,3448.410872,9947.577889,9937.275214,9361.968736,8852.922424,4251.227405,3529.931471,2143.640263,2238.642926,1817.992562,2513.561656,313.4567061,1038.963532,527.5691644,1087.240824,752.154517,772.9297078,707.3509805,443.5984554,409.9184112,263.2217872,280.8754668,378.0973581,704.8338865,116.1052373,226.3581807,296.7928804,382.1034213,284.8929133,172.0075173,176.9856687,139.9780162,172.0523867,148.4399932,152.2074464,282.9727763,565.266828,279.3671438,909.5619752,338.954054,659.3487119,429.6080301,369.5062678,370.5081113,253.0841691,254.5766508,249.8922163,201.8062009,323.3874253,658.1420163,161.2374084,604.6899787,575.4338837,591.1609592,499.8498237,471.1944924,584.8626842,347.8799597,549.1515411,208.2211303,196.4737576,239.5729723,494.0526506,2337.034544,4404.524181,4299.310413,5734.232496,3653.168968,3079.228329,3538.040924,2454.557609,4281.553732,2230.61149,1345.504824,1640.270901,1775.848248,3652.617167,4341.066233,5840.907163,7429.986813,4649.264089,3882.566084,4640.127904,3269.521259,5313.831538,3325.084474,1935.033225,2655.941784,3021.417216,28503.59677,32158.62438,50712.1771,75372.05615,47700.33171,64365.74828,59852.35368,49875.11526,62352.40287,57743.86511,40120.87724,56356.49217,34839.40437
